,1_0_tact,1_1_tact,1_2_tact,1_3_tact,1_4_tact,1_5_tact,1_6_tact,1_7_tact,1_8_tact,1_9_tact,1_10_tact,1_11_tact,1_12_tact,1_13_tact,1_14_tact,1_15_tact,2_0_tact,2_1_tact,2_2_tact,2_3_tact,2_4_tact,2_5_tact,2_6_tact,2_7_tact,2_8_tact,2_9_tact,2_10_tact,2_11_tact,2_12_tact,2_13_tact,2_14_tact,2_15_tact,3_0_tact,3_1_tact,3_2_tact,3_3_tact,3_4_tact,3_5_tact,3_6_tact,3_7_tact,3_8_tact,3_9_tact,3_10_tact,3_11_tact,3_12_tact,3_13_tact,3_14_tact,3_15_tact,1_0_pos,1_1_pos,1_2_pos,1_3_pos,1_4_pos,1_5_pos,1_6_pos,1_7_pos,2_0_pos,2_1_pos,2_2_pos,2_3_pos,2_4_pos,2_5_pos,2_6_pos,2_7_pos,3_0_pos,3_1_pos,3_2_pos,3_3_pos,3_4_pos,3_5_pos,3_6_pos,3_7_pos,Target,Position_right,Position_top
Cheez-100_50-top-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1260.0,0.0,0.0,0.0,98.0,0.0,0.0,0.0,1930.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1928.0,0.0,0.0,0.0,154.0,0.0,0.0,0.0,2759.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cheez,0,1
Cheez-100_50-top-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,191.0,0.0,0.0,185.0,313.0,7.0,165.0,0.0,621.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1578.0,0.0,0.0,185.0,336.0,0.0,0.0,0.0,997.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cheez,0,1
Cheez-100_50-top-6,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,355.0,0.0,0.0,0.0,76.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2821.0,0.0,218.0,0.0,177.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cheez,0,1
Cheez-100_50-top-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143.0,0.0,0.0,0.0,290.0,0.0,0.0,0.0,32.0,0.0,122.0,0.0,0.0,0.0,0.0,0.0,1655.0,0.0,0.0,0.0,211.0,0.0,0.0,0.0,513.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cheez,0,1
Cheez-100_50-top-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143.0,0.0,0.0,0.0,188.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1771.0,0.0,0.0,0.0,188.0,86.0,165.0,0.0,121.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cheez,0,1
Cheez-100_50-top-9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0,0.0,0.0,0.0,177.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1616.0,0.0,0.0,0.0,453.0,0.0,0.0,0.0,325.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cheez,0,1
Cheez-100_814-right-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,4075.0,0.0,0.0,0.0,1564.0,99.0,0.0,0.0,573.0,0.0,0.0,0.0,0.0,0.0,13.0,55.0,2777.0,0.0,0.0,0.0,8522.0,0.0,0.0,0.0,8243.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-25.0,0.0,-21.0,0.0,-24.0,0.0,0.0,0.0,-2.0,16.0,0.0,19.0,-2.0,15.0,1.0,1.0,0.0,18.0,0.0,20.0,-4.0,15.0,1.0,0.0,Cheez,1,0
Cheez-100_814-right-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,208.0,0.0,0.0,0.0,1929.0,0.0,0.0,0.0,501.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-24.0,0.0,-25.0,0.0,-24.0,0.0,1.0,1.0,0.0,7.0,0.0,15.0,-3.0,17.0,1.0,1.0,5.0,31.0,3.0,33.0,4.0,49.0,1.0,0.0,Cheez,1,0
Cheez-100_814-right-2,0.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2353.0,0.0,0.0,989.0,1172.0,0.0,0.0,0.0,1343.0,44.0,0.0,0.0,144.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,-24.0,0.0,-22.0,0.0,-25.0,0.0,0.0,0.0,-1.0,11.0,-3.0,20.0,-1.0,18.0,1.0,1.0,5.0,25.0,3.0,32.0,4.0,39.0,1.0,1.0,Cheez,1,0
Cheez-100_814-right-3,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2189.0,0.0,0.0,0.0,5149.0,69.0,0.0,0.0,831.0,0.0,0.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,111.0,0.0,0.0,-23.0,0.0,-18.0,0.0,-24.0,0.0,0.0,0.0,0.0,12.0,0.0,17.0,-3.0,17.0,1.0,1.0,6.0,35.0,3.0,31.0,4.0,47.0,1.0,1.0,Cheez,1,0
Cheez-100_814-right-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151.0,0.0,0.0,5.0,3451.0,0.0,0.0,0.0,6179.0,0.0,0.0,0.0,585.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,-24.0,0.0,-21.0,0.0,-24.0,0.0,1.0,0.0,0.0,14.0,0.0,19.0,-3.0,16.0,1.0,1.0,5.0,45.0,3.0,36.0,4.0,57.0,1.0,1.0,Cheez,1,0
Cheez-100_814-right-5,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4874.0,0.0,0.0,45.0,7389.0,0.0,0.0,9.0,1248.0,0.0,0.0,0.0,0.0,0.0,13.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-24.0,0.0,-19.0,0.0,-24.0,0.0,1.0,0.0,-1.0,17.0,-1.0,21.0,-2.0,15.0,0.0,1.0,6.0,26.0,3.0,30.0,3.0,38.0,1.0,1.0,Cheez,1,0
Cheez-100_814-right-6,0.0,0.0,0.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,865.0,0.0,0.0,0.0,4587.0,0.0,0.0,0.0,418.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-25.0,0.0,-25.0,0.0,-24.0,0.0,1.0,0.0,0.0,14.0,0.0,18.0,-3.0,16.0,1.0,1.0,5.0,37.0,4.0,38.0,4.0,60.0,1.0,0.0,Cheez,1,0
Cheez-100_814-right-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,5.0,3244.0,0.0,0.0,15.0,932.0,69.0,0.0,0.0,1181.0,0.0,0.0,0.0,349.0,0.0,13.0,232.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-24.0,0.0,-23.0,0.0,-24.0,0.0,1.0,1.0,0.0,14.0,-3.0,23.0,-3.0,15.0,1.0,0.0,5.0,36.0,4.0,42.0,3.0,48.0,0.0,0.0,Cheez,1,0
Cheez-100_814-right-8,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1224.0,0.0,0.0,0.0,3401.0,0.0,0.0,0.0,2896.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-25.0,0.0,-24.0,0.0,-25.0,0.0,1.0,0.0,0.0,15.0,-1.0,22.0,-3.0,16.0,5.0,0.0,5.0,35.0,3.0,34.0,3.0,49.0,1.0,1.0,Cheez,1,0
Cheez-100_814-right-9,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,2189.0,0.0,0.0,0.0,6052.0,0.0,0.0,0.0,1316.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-25.0,0.0,-24.0,0.0,-24.0,0.0,1.0,1.0,0.0,15.0,0.0,20.0,-3.0,15.0,1.0,0.0,5.0,39.0,3.0,33.0,4.0,45.0,1.0,0.0,Cheez,1,0
Cheez-100_814-top-0,0.0,0.0,0.0,0.0,0.0,99.0,9.0,0.0,0.0,0.0,0.0,96.0,0.0,0.0,0.0,0.0,438.0,0.0,0.0,0.0,472.0,0.0,0.0,0.0,1623.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16.0,0.0,-18.0,0.0,-23.0,0.0,1.0,1.0,0.0,4.0,-1.0,10.0,-1.0,21.0,1.0,1.0,3.0,32.0,3.0,27.0,3.0,74.0,1.0,1.0,Cheez,0,1
Cheez-100_814-top-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4175.0,0.0,0.0,0.0,0.0,0.0,79.0,0.0,87.0,0.0,0.0,0.0,144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20.0,0.0,-21.0,0.0,-24.0,0.0,1.0,1.0,-2.0,14.0,-5.0,21.0,-2.0,16.0,1.0,1.0,3.0,38.0,3.0,39.0,3.0,63.0,1.0,1.0,Cheez,0,1
Cheez-100_814-top-2,0.0,0.0,0.0,0.0,0.0,69.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3639.0,0.0,0.0,0.0,2156.0,0.0,0.0,0.0,279.0,0.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18.0,0.0,-20.0,0.0,-24.0,0.0,1.0,1.0,-2.0,16.0,-3.0,20.0,-2.0,16.0,1.0,1.0,4.0,38.0,3.0,38.0,3.0,71.0,1.0,1.0,Cheez,0,1
Cheez-100_814-top-3,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2108.0,8.0,0.0,0.0,3670.0,0.0,0.0,0.0,645.0,0.0,0.0,0.0,144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-22.0,0.0,-23.0,0.0,-24.0,0.0,1.0,1.0,-1.0,15.0,-1.0,17.0,-2.0,17.0,1.0,1.0,3.0,41.0,3.0,39.0,4.0,64.0,1.0,0.0,Cheez,0,1
Cheez-100_814-top-4,0.0,0.0,0.0,0.0,0.0,0.0,109.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4428.0,0.0,0.0,0.0,2926.0,0.0,119.0,0.0,3643.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20.0,0.0,-21.0,0.0,-24.0,0.0,1.0,1.0,-1.0,12.0,-4.0,22.0,-2.0,18.0,1.0,1.0,3.0,41.0,3.0,52.0,3.0,75.0,1.0,0.0,Cheez,0,1
Cheez-100_814-top-5,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1712.0,0.0,0.0,0.0,10778.0,0.0,0.0,0.0,371.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.0,0.0,0.0,0.0,0.0,0.0,0.0,-17.0,0.0,-18.0,0.0,-23.0,0.0,1.0,1.0,-1.0,14.0,-2.0,21.0,-2.0,17.0,1.0,1.0,4.0,41.0,3.0,47.0,3.0,79.0,1.0,1.0,Cheez,0,1
Cheez-100_814-top-6,0.0,0.0,0.0,0.0,9.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3019.0,0.0,0.0,0.0,6027.0,0.0,0.0,0.0,2575.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185.0,0.0,0.0,0.0,0.0,0.0,3322.0,70.0,0.0,0.0,0.0,0.0,0.0,-22.0,0.0,-24.0,0.0,-25.0,0.0,1.0,1.0,-1.0,11.0,-2.0,19.0,-2.0,19.0,1.0,1.0,4.0,35.0,3.0,56.0,3.0,84.0,1.0,0.0,Cheez,0,1
Cheez-100_814-top-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,538.0,0.0,0.0,0.0,4321.0,0.0,0.0,0.0,501.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19.0,0.0,-21.0,0.0,-24.0,0.0,1.0,1.0,-1.0,10.0,-2.0,18.0,-2.0,17.0,1.0,1.0,4.0,34.0,3.0,33.0,3.0,71.0,1.0,0.0,Cheez,0,1
Cheez-100_814-top-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2930.0,0.0,0.0,0.0,1971.0,0.0,0.0,0.0,348.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20.0,0.0,-22.0,0.0,-24.0,0.0,1.0,0.0,0.0,14.0,0.0,17.0,-2.0,16.0,1.0,1.0,4.0,43.0,3.0,38.0,3.0,67.0,1.0,1.0,Cheez,0,1
Cheez-100_814-top-9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,306.0,0.0,2067.0,0.0,0.0,0.0,5564.0,0.0,0.0,0.0,882.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,-17.0,0.0,-19.0,0.0,-23.0,0.0,5.0,0.0,-1.0,13.0,-1.0,17.0,-1.0,18.0,1.0,0.0,4.0,37.0,3.0,45.0,3.0,78.0,1.0,0.0,Cheez,0,1
Cheez-150_432-right-0,0.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1928.0,0.0,0.0,0.0,2276.0,0.0,0.0,0.0,694.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8187.0,0.0,0.0,0.0,1877.0,0.0,0.0,0.0,3529.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,-24.0,0.0,-19.0,0.0,-25.0,0.0,1.0,0.0,-1.0,10.0,0.0,15.0,-3.0,21.0,1.0,0.0,-1.0,9.0,0.0,18.0,-3.0,22.0,1.0,0.0,Cheez,1,0
Cheez-150_432-right-1,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.0,0.0,0.0,0.0,0.0,0.0,0.0,5883.0,0.0,0.0,0.0,2952.0,0.0,0.0,0.0,525.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9915.0,0.0,0.0,0.0,2494.0,0.0,0.0,0.0,5331.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-25.0,0.0,-26.0,-2.0,-24.0,0.0,1.0,0.0,0.0,17.0,0.0,22.0,-2.0,16.0,1.0,0.0,-2.0,19.0,0.0,24.0,-4.0,17.0,1.0,0.0,Cheez,1,0
Cheez-150_432-right-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9956.0,0.0,0.0,0.0,3854.0,0.0,0.0,0.0,1695.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13785.0,0.0,0.0,0.0,2384.0,0.0,0.0,0.0,3897.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-24.0,1.0,-25.0,0.0,-24.0,0.0,1.0,0.0,1.0,17.0,0.0,26.0,-4.0,16.0,0.0,0.0,0.0,19.0,0.0,27.0,-4.0,16.0,1.0,0.0,Cheez,1,0
Cheez-150_432-right-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5479.0,0.0,36.0,0.0,2462.0,0.0,0.0,104.0,2412.0,0.0,0.0,84.0,0.0,0.0,0.0,0.0,7059.0,0.0,0.0,0.0,1721.0,0.0,0.0,0.0,6894.0,0.0,0.0,0.0,0.0,0.0,292.0,0.0,-23.0,0.0,-23.0,0.0,-25.0,0.0,1.0,0.0,0.0,17.0,0.0,23.0,-3.0,16.0,1.0,0.0,0.0,19.0,0.0,26.0,-4.0,16.0,1.0,0.0,Cheez,1,0
Cheez-150_432-right-4,0.0,0.0,0.0,0.0,0.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7730.0,0.0,0.0,0.0,3246.0,0.0,0.0,0.0,2396.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11763.0,0.0,0.0,0.0,2510.0,0.0,0.0,0.0,4283.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-24.0,0.0,-22.0,0.0,-25.0,0.0,1.0,0.0,0.0,18.0,-1.0,26.0,-4.0,16.0,1.0,0.0,0.0,20.0,0.0,27.0,-4.0,16.0,1.0,0.0,Cheez,1,0
Cheez-150_432-right-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7223.0,0.0,0.0,0.0,3088.0,0.0,0.0,0.0,2575.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15323.0,0.0,0.0,0.0,1721.0,0.0,0.0,0.0,3759.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,-23.0,0.0,-17.0,0.0,-24.0,0.0,1.0,0.0,-1.0,21.0,0.0,23.0,-4.0,17.0,1.0,0.0,-1.0,23.0,0.0,25.0,-4.0,17.0,1.0,0.0,Cheez,1,0
Cheez-150_432-right-6,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4326.0,0.0,0.0,0.0,1610.0,0.0,0.0,0.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11622.0,0.0,0.0,0.0,683.0,0.0,0.0,0.0,984.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,-25.0,0.0,-24.0,0.0,-25.0,0.0,1.0,0.0,-1.0,17.0,0.0,21.0,-3.0,17.0,1.0,0.0,0.0,23.0,0.0,23.0,-3.0,17.0,0.0,0.0,Cheez,1,0
Cheez-150_432-right-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5942.0,0.0,0.0,0.0,2261.0,0.0,0.0,0.0,819.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10546.0,0.0,0.0,0.0,874.0,0.0,0.0,0.0,2461.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,-24.0,0.0,-24.0,0.0,-25.0,0.0,1.0,0.0,-1.0,18.0,0.0,24.0,-3.0,16.0,1.0,0.0,0.0,19.0,0.0,26.0,-3.0,17.0,0.0,0.0,Cheez,1,0
Cheez-150_432-right-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7974.0,0.0,0.0,0.0,2901.0,0.0,0.0,0.0,1680.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9118.0,0.0,0.0,0.0,2768.0,0.0,0.0,0.0,5331.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-24.0,0.0,-24.0,0.0,-24.0,0.0,1.0,0.0,-1.0,21.0,0.0,24.0,-3.0,16.0,1.0,0.0,-1.0,22.0,0.0,26.0,-4.0,16.0,1.0,0.0,Cheez,1,0
Cheez-150_432-right-9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7390.0,0.0,236.0,0.0,3003.0,0.0,0.0,0.0,2445.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12001.0,0.0,0.0,0.0,2125.0,0.0,0.0,0.0,3361.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,-23.0,0.0,-24.0,0.0,-24.0,0.0,1.0,0.0,0.0,19.0,0.0,24.0,-4.0,16.0,1.0,0.0,-1.0,20.0,0.0,26.0,-4.0,16.0,5.0,0.0,Cheez,1,0
Cheez-150_432-top-0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3019.0,0.0,0.0,0.0,555.0,0.0,0.0,0.0,5771.0,133.0,0.0,0.0,0.0,0.0,0.0,0.0,4326.0,0.0,0.0,0.0,1447.0,0.0,0.0,0.0,6586.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18.0,-1.0,-18.0,0.0,-23.0,0.0,1.0,0.0,-3.0,11.0,0.0,26.0,-3.0,14.0,1.0,0.0,-2.0,12.0,0.0,28.0,-4.0,14.0,1.0,0.0,Cheez,0,1
Cheez-150_432-top-1,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3687.0,0.0,0.0,0.0,1474.0,0.0,0.0,0.0,2144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5766.0,0.0,236.0,0.0,1777.0,0.0,0.0,10.0,3997.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17.0,-1.0,-15.0,2.0,-21.0,0.0,1.0,0.0,-5.0,14.0,-1.0,24.0,-3.0,16.0,1.0,0.0,-5.0,15.0,-1.0,26.0,-3.0,15.0,1.0,0.0,Cheez,0,1
Cheez-150_432-top-2,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,0.0,1771.0,0.0,0.0,0.0,1059.0,0.0,0.0,0.0,793.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3783.0,0.0,0.0,0.0,1555.0,0.0,0.0,0.0,3251.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,-22.0,1.0,-24.0,0.0,-24.0,0.0,1.0,0.0,-2.0,14.0,0.0,23.0,-3.0,16.0,1.0,0.0,-3.0,16.0,0.0,25.0,-4.0,16.0,1.0,0.0,Cheez,0,1
Cheez-150_432-top-3,0.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4557.0,114.0,0.0,0.0,298.0,0.0,0.0,0.0,4283.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3977.0,0.0,0.0,0.0,1693.0,0.0,0.0,0.0,5189.0,103.0,0.0,0.0,0.0,0.0,0.0,0.0,-13.0,-1.0,-16.0,0.0,-21.0,0.0,1.0,0.0,-2.0,13.0,0.0,27.0,-4.0,15.0,1.0,0.0,-1.0,16.0,0.0,31.0,-6.0,16.0,1.0,0.0,Cheez,0,1
Cheez-150_432-top-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,103.0,0.0,0.0,0.0,0.0,0.0,0.0,2712.0,0.0,0.0,0.0,660.0,0.0,0.0,0.0,781.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3831.0,0.0,0.0,0.0,1474.0,0.0,0.0,0.0,3269.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20.0,0.0,-23.0,0.0,-24.0,0.0,1.0,0.0,-2.0,15.0,0.0,20.0,-1.0,16.0,1.0,0.0,-2.0,15.0,0.0,22.0,-3.0,16.0,1.0,0.0,Cheez,0,1
Cheez-150_432-top-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4352.0,0.0,0.0,0.0,1147.0,0.0,0.0,0.0,4668.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8888.0,0.0,0.0,0.0,1555.0,0.0,0.0,0.0,6923.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-22.0,1.0,-22.0,0.0,-24.0,0.0,1.0,0.0,-1.0,16.0,0.0,24.0,-3.0,16.0,1.0,0.0,-2.0,17.0,0.0,26.0,-3.0,15.0,1.0,0.0,Cheez,0,1
